T_LR,H_LR,T_BR1,H_BR1,T_BR3,H_BR3,T_BR2,H_BR2,T_O,H_O,datetime
24.5,46.4,21.2,57.8,16.800002,76.1,19.300002,63.5,1.0,100.0,2026-01-30 06:42:43
24.5,46.5,21.300002,58.0,16.6,77.1,19.2,64.6,1.1,100.0,2026-01-30 06:47:43
24.5,46.5,21.2,58.3,16.5,77.5,19.1,64.9,0.9,100.0,2026-01-30 06:52:44
24.5,46.600004,21.2,58.4,16.5,77.6,19.1,65.0,0.9,100.0,2026-01-30 06:57:44
24.5,46.600004,21.2,58.600004,16.5,77.9,19.0,65.4,0.9,100.0,2026-01-30 07:02:45
24.5,46.600004,21.2,58.9,16.5,78.0,19.0,65.3,0.9,100.0,2026-01-30 07:07:45
24.5,46.600004,21.2,58.9,16.5,78.1,19.0,65.8,0.8,100.0,2026-01-30 07:12:46
24.5,46.600004,21.2,59.100004,16.4,78.0,19.0,66.1,0.7,100.0,2026-01-30 07:17:46
24.5,46.7,21.1,59.100004,16.4,78.1,19.0,66.4,0.6,100.0,2026-01-30 07:22:46
24.5,46.600004,21.1,59.2,16.4,78.200008,19.0,66.6,0.7,100.0,2026-01-30 07:27:47
24.5,46.600004,21.1,59.4,16.4,78.3,19.0,66.9,0.6,100.0,2026-01-30 07:32:47
24.5,46.600004,21.1,59.4,16.4,78.3,18.9,66.8,0.7,100.0,2026-01-30 07:37:48
24.5,46.7,21.1,59.600004,16.4,78.4,18.9,67.3,0.7,100.0,2026-01-30 07:42:48
24.5,46.600004,21.1,59.600004,16.4,78.4,18.9,67.200008,0.7,100.0,2026-01-30 07:47:49
24.6,46.7,21.1,59.8,16.4,78.8,19.0,66.700008,0.9,100.0,2026-01-30 07:52:49
24.5,46.7,21.1,59.8,16.4,78.9,18.9,66.4,0.9,100.0,2026-01-30 07:57:49
24.5,46.7,21.1,59.9,16.4,79.0,19.0,66.5,0.8,100.0,2026-01-30 08:02:50
24.6,46.600004,21.1,59.9,16.4,78.8,19.0,66.1,0.8,100.0,2026-01-30 08:07:50
24.6,46.7,21.1,59.9,16.4,78.9,18.9,66.9,0.8,100.0,2026-01-30 08:12:51
24.5,46.600004,21.1,59.8,16.4,79.0,18.9,67.0,0.8,100.0,2026-01-30 08:17:51
24.5,46.7,21.1,59.9,16.4,78.9,18.9,66.9,0.8,100.0,2026-01-30 08:22:52
24.5,46.7,21.1,60.0,16.4,79.0,19.0,66.5,0.8,100.0,2026-01-30 08:27:52
24.5,46.7,21.1,59.8,16.4,79.0,19.0,66.9,0.8,100.0,2026-01-30 08:32:52
24.5,46.7,21.1,59.9,16.4,79.3,19.0,66.700008,0.9,100.0,2026-01-30 08:37:53
24.5,46.7,21.1,59.9,16.4,79.3,19.0,66.9,1.0,100.0,2026-01-30 08:42:53
24.6,46.7,21.1,60.0,16.4,79.5,19.0,66.9,0.8,100.0,2026-01-30 08:47:54
24.6,46.7,21.0,60.100004,16.4,79.4,19.0,66.4,0.9,100.0,2026-01-30 08:52:54
24.6,46.7,21.1,60.100004,16.4,79.4,19.0,66.8,0.9,100.0,2026-01-30 08:57:55
24.6,46.7,21.0,60.0,16.4,79.4,18.9,66.9,1.1,100.0,2026-01-30 09:02:55
24.5,46.8,21.1,60.0,16.300002,79.6,19.0,66.4,1.0,100.0,2026-01-30 09:07:55
24.6,46.8,21.0,59.9,16.300002,79.5,18.9,66.4,0.9,100.0,2026-01-30 09:12:56
24.2,41.600004,18.800002,49.9,14.3,69.700008,14.400001,53.8,1.0,100.0,2026-01-30 09:17:56
23.9,39.100004,17.7,50.5,13.3,70.1,12.400001,59.4,1.0,100.0,2026-01-30 09:22:57
23.7,38.100004,17.2,50.100004,12.7,69.0,13.0,57.600004,0.9,100.0,2026-01-30 09:27:57
23.7,38.2,17.800002,50.8,13.2,78.6,15.1,69.8,0.9,100.0,2026-01-30 09:32:58
23.4,31.4,19.4,53.8,15.1,74.6,17.9,59.9,1.0,100.0,2026-01-30 09:37:58
18.6,32.5,19.7,54.2,15.3,74.3,18.1,59.8,1.0,100.0,2026-01-30 09:42:58
16.800002,34.3,19.800002,52.0,15.1,75.200008,18.0,58.7,1.0,100.0,2026-01-30 09:47:59
16.0,36.0,19.7,47.2,14.900001,75.700008,18.0,56.5,1.1,100.0,2026-01-30 09:52:59
16.0,37.0,19.800002,50.3,15.0,74.700008,18.0,54.9,1.0,100.0,2026-01-30 09:58:00
15.3,36.8,19.7,46.0,15.0,74.3,18.0,54.100004,1.1,100.0,2026-01-30 10:03:00
16.300002,38.600004,19.9,49.0,15.1,72.9,18.1,53.2,0.8,100.0,2026-01-30 10:08:01
19.6,38.9,20.2,49.4,15.6,69.5,18.300002,51.2,0.9,100.0,2026-01-30 10:13:01
20.7,39.5,20.300002,48.600004,15.8,68.5,18.300002,50.8,0.9,100.0,2026-01-30 10:18:01
21.2,39.100004,20.4,48.5,16.0,67.9,18.4,51.3,0.8,100.0,2026-01-30 10:23:02
21.6,40.2,20.4,49.0,16.300002,66.0,18.5,50.9,0.8,100.0,2026-01-30 10:28:02
21.800002,39.9,20.5,49.100004,16.4,65.200008,18.6,51.100004,0.9,100.0,2026-01-30 10:33:03
22.0,40.2,20.5,49.4,16.5,65.3,18.6,51.4,1.0,100.0,2026-01-30 10:38:03
22.2,41.100004,20.5,49.5,16.300002,66.5,18.6,52.7,1.0,100.0,2026-01-30 10:43:03
22.4,41.4,20.7,49.600004,16.2,67.5,18.7,53.3,1.3,100.0,2026-01-30 10:48:04
22.6,41.7,20.7,49.9,16.2,67.700008,18.7,53.7,1.3,100.0,2026-01-30 10:53:04
22.6,40.4,20.7,50.0,16.4,66.9,18.800002,53.3,1.4,100.0,2026-01-30 10:58:05
22.7,41.8,20.800002,50.2,16.5,67.0,18.7,54.100004,1.4,100.0,2026-01-30 11:03:05
22.9,42.4,20.800002,50.600004,16.300002,68.0,18.800002,54.8,1.4,100.0,2026-01-30 11:08:05
23.0,42.600004,20.9,50.9,16.300002,68.5,18.800002,55.100004,1.7,100.0,2026-01-30 11:13:06
23.1,42.600004,20.9,51.100004,16.4,68.8,18.9,55.5,1.7,99.7,2026-01-30 11:18:06
23.2,42.7,20.9,51.4,16.300002,69.200008,18.9,55.8,1.8,100.0,2026-01-30 11:23:07
23.300002,43.0,21.0,51.600004,16.4,69.3,18.9,56.0,1.9,99.4,2026-01-30 11:28:07
23.4,43.3,21.0,51.8,16.4,69.700008,19.0,56.3,1.7,99.6,2026-01-30 11:33:08
23.4,43.5,21.0,51.9,16.4,69.9,19.0,56.4,1.8,99.2,2026-01-30 11:38:08
23.5,43.600004,21.0,52.2,16.4,70.1,19.0,56.8,1.8,99.5,2026-01-30 11:43:08
23.7,43.3,21.1,52.3,16.4,70.4,19.1,57.2,1.9,100.0,2026-01-30 11:48:09
23.800002,43.600004,21.1,52.5,16.4,70.6,19.1,57.4,1.8,100.0,2026-01-30 11:53:09
23.800002,43.7,21.1,52.7,16.4,70.9,19.1,57.4,1.9,100.0,2026-01-30 11:58:10
23.9,43.600004,21.1,52.8,16.4,70.9,19.1,57.5,1.8,100.0,2026-01-30 12:03:10
23.9,43.600004,21.1,52.9,16.4,71.0,19.1,57.7,1.9,100.0,2026-01-30 12:08:10
24.0,43.7,21.2,53.0,16.5,71.200008,19.2,57.7,2.0,100.0,2026-01-30 12:13:11
24.1,43.600004,21.2,53.0,16.4,71.4,19.2,57.9,2.0,100.0,2026-01-30 12:18:11
24.1,43.7,21.2,53.100004,16.5,71.4,19.2,57.9,2.0,100.0,2026-01-30 12:23:12
24.1,43.7,21.2,53.2,16.5,71.4,19.2,58.100004,2.0,100.0,2026-01-30 12:28:12
24.1,43.600004,21.2,53.3,16.5,71.6,19.2,58.100004,1.9,100.0,2026-01-30 12:33:13
24.2,43.600004,21.2,53.4,16.5,71.700008,19.2,58.3,1.9,100.0,2026-01-30 12:38:13
24.2,43.7,21.2,53.5,16.5,71.700008,19.300002,58.2,1.8,100.0,2026-01-30 12:43:13
24.2,43.7,21.2,53.5,,,19.300002,58.4,1.7,100.0,2026-01-30 12:48:14
24.2,43.7,21.4,54.600004,,,19.2,59.8,1.8,100.0,2026-01-30 12:53:14
24.2,44.2,21.7,51.4,,,19.5,56.7,1.9,100.0,2026-01-30 12:58:15
24.2,44.100004,21.9,49.2,,,19.5,54.9,2.0,100.0,2026-01-30 13:03:15
24.300002,43.8,22.1,48.100004,,,19.5,53.9,2.1,99.9,2026-01-30 13:08:15
24.2,43.7,22.1,47.7,,,19.4,53.7,1.9,100.0,2026-01-30 13:13:16
24.300002,43.4,22.2,47.2,,,19.5,53.0,1.9,100.0,2026-01-30 13:18:16
24.300002,43.3,22.300002,46.9,,,19.800002,52.2,1.8,100.0,2026-01-30 13:23:17
24.4,43.3,22.300002,46.600004,,,19.7,52.100004,1.8,100.0,2026-01-30 13:28:17
24.4,43.4,22.300002,46.4,,,19.6,52.4,1.7,100.0,2026-01-30 13:33:18
24.4,43.2,22.300002,46.2,,,20.0,51.3,1.9,100.0,2026-01-30 13:38:18
24.4,43.2,22.4,45.8,,,19.7,51.5,1.9,100.0,2026-01-30 13:43:18
24.300002,37.8,22.2,45.2,,,19.6,50.7,1.9,100.0,2026-01-30 13:48:19
22.9,38.0,22.2,45.3,,,19.7,50.0,2.0,100.0,2026-01-30 13:53:19
23.9,40.5,21.9,48.100004,,,19.6,52.7,2.1,100.0,2026-01-30 13:58:20
24.1,41.2,21.800002,48.7,,,19.5,53.4,2.2,100.0,2026-01-30 14:03:20
24.2,40.9,21.7,49.2,,,19.5,53.9,2.2,100.0,2026-01-30 14:08:20
24.2,41.3,21.6,49.7,,,19.5,54.3,2.2,100.0,2026-01-30 14:13:21
24.2,41.5,21.6,50.0,,,19.5,54.7,2.3,100.0,2026-01-30 14:18:21
24.300002,41.8,21.6,50.3,,,19.5,55.0,2.2,100.0,2026-01-30 14:23:22
24.300002,42.0,21.6,50.5,,,19.5,55.3,2.2,100.0,2026-01-30 14:28:22
24.4,42.0,21.6,50.7,,,19.4,55.600004,2.5,100.0,2026-01-30 14:33:23
24.4,42.0,21.6,51.0,,,19.5,55.8,2.5,100.0,2026-01-30 14:38:23
24.4,42.100004,21.6,51.0,,,19.5,55.9,2.5,100.0,2026-01-30 14:43:23
24.4,42.2,21.6,51.2,,,19.5,56.0,2.4,100.0,2026-01-30 14:48:24
24.4,42.3,21.6,51.3,,,19.5,56.2,2.4,100.0,2026-01-30 14:53:24
24.4,42.3,21.6,51.4,,,19.5,56.3,2.5,100.0,2026-01-30 14:58:25
24.5,42.3,21.6,51.5,,,19.5,56.4,2.5,100.0,2026-01-30 15:03:25
24.4,42.4,21.6,51.5,,,19.5,56.5,2.4,100.0,2026-01-30 15:08:26
24.4,42.4,21.6,51.7,,,19.5,56.5,2.5,100.0,2026-01-30 15:13:26
24.4,42.600004,21.5,51.8,,,19.5,56.600004,2.5,100.0,2026-01-30 15:18:26
24.4,42.5,21.5,51.9,,,19.5,56.600004,2.6,100.0,2026-01-30 15:23:27
24.4,42.600004,21.5,52.0,,,19.5,56.8,2.7,100.0,2026-01-30 15:28:27
24.4,42.600004,21.5,52.0,,,19.5,56.9,2.8,100.0,2026-01-30 15:33:28
24.5,42.600004,21.5,52.100004,,,19.4,56.8,2.8,100.0,2026-01-30 15:38:28
24.5,42.600004,21.5,52.2,,,19.4,57.0,2.8,100.0,2026-01-30 15:43:28
24.4,42.7,21.5,52.3,,,19.4,57.0,2.9,100.0,2026-01-30 15:48:29
24.4,42.8,21.5,52.3,,,19.4,57.0,2.9,100.0,2026-01-30 15:53:29
24.5,42.7,21.5,52.4,,,19.4,57.100004,2.9,100.0,2026-01-30 15:58:30
24.4,42.8,21.5,52.4,,,19.4,57.100004,2.8,100.0,2026-01-30 16:03:30
24.4,42.9,21.5,52.5,,,19.4,57.3,2.9,100.0,2026-01-30 16:08:31
24.4,43.100004,21.5,52.5,,,19.4,57.3,2.9,100.0,2026-01-30 16:13:31
24.4,43.100004,21.5,52.600004,,,19.4,57.100004,3.0,100.0,2026-01-30 16:18:31
24.5,43.100004,21.5,52.600004,,,19.4,57.4,3.1,100.0,2026-01-30 16:23:32
24.4,43.100004,21.4,52.600004,,,19.4,57.4,3.1,100.0,2026-01-30 16:28:32
24.4,43.100004,21.4,52.7,,,19.4,57.5,3.1,100.0,2026-01-30 16:33:33
24.4,43.100004,21.5,52.8,,,19.4,57.600004,3.2,100.0,2026-01-30 16:38:33
24.4,43.100004,21.5,52.7,,,19.4,57.600004,3.2,100.0,2026-01-30 16:43:34
24.4,43.2,21.4,52.8,,,19.4,57.600004,3.2,100.0,2026-01-30 16:48:34
24.4,43.2,21.5,52.8,,,19.4,57.5,3.2,100.0,2026-01-30 16:53:34
24.4,43.3,21.4,52.9,,,19.4,57.7,3.2,100.0,2026-01-30 16:58:35
24.4,43.3,21.4,52.9,,,19.4,57.8,3.2,100.0,2026-01-30 17:03:35
24.4,43.3,21.4,52.9,,,19.4,57.9,3.2,100.0,2026-01-30 17:08:36
24.4,43.4,21.5,53.0,,,19.4,57.7,3.2,100.0,2026-01-30 17:13:36
24.4,43.4,21.5,53.0,,,19.4,57.8,3.1,100.0,2026-01-30 17:18:37
24.4,43.3,21.5,53.0,,,19.4,57.9,3.1,100.0,2026-01-30 17:23:37
24.4,43.4,21.4,53.100004,,,19.4,58.0,3.1,100.0,2026-01-30 17:28:37
24.4,43.5,21.4,53.100004,,,19.4,58.0,3.1,100.0,2026-01-30 17:33:38
24.4,43.5,21.4,53.100004,,,19.4,58.100004,3.1,100.0,2026-01-30 17:38:38
24.300002,43.5,21.4,53.2,,,19.300002,58.100004,3.1,100.0,2026-01-30 17:43:39
24.4,43.4,21.4,53.2,,,19.4,58.100004,3.1,100.0,2026-01-30 17:48:39
24.300002,43.5,21.4,53.2,,,19.4,58.100004,3.2,100.0,2026-01-30 17:53:40
24.4,43.5,21.4,53.2,,,19.300002,58.2,3.1,100.0,2026-01-30 17:58:40
24.4,43.600004,21.4,53.2,,,19.4,58.2,3.2,100.0,2026-01-30 18:03:40
24.4,43.600004,21.4,53.3,,,19.300002,58.3,3.1,100.0,2026-01-30 18:08:41
24.4,43.7,21.4,53.2,,,19.300002,58.3,3.1,100.0,2026-01-30 18:13:41
24.4,43.7,21.4,53.3,,,19.300002,58.4,3.0,100.0,2026-01-30 18:18:42
24.300002,43.7,21.4,53.3,,,19.4,58.2,3.1,100.0,2026-01-30 18:23:42
24.4,43.7,21.4,53.3,,,19.300002,58.4,3.0,100.0,2026-01-30 18:28:42
24.4,43.7,21.4,53.3,,,19.300002,58.5,3.0,100.0,2026-01-30 18:33:43
24.4,43.7,21.4,53.4,,,19.300002,58.5,3.1,100.0,2026-01-30 18:38:43
24.4,43.7,21.4,53.4,,,19.300002,58.5,2.9,100.0,2026-01-30 18:43:44
24.4,43.8,21.4,53.5,,,19.300002,58.600004,2.6,100.0,2026-01-30 18:48:44
24.4,43.7,21.4,53.5,,,19.300002,58.7,2.6,100.0,2026-01-30 18:53:45
24.4,43.7,21.4,53.5,,,19.300002,58.7,2.6,100.0,2026-01-30 18:58:45
24.4,43.7,21.4,53.4,,,19.300002,58.7,2.7,100.0,2026-01-30 19:03:45
24.4,43.8,21.4,53.5,,,19.300002,58.7,2.8,100.0,2026-01-30 19:08:46
24.4,43.8,21.4,53.5,,,19.4,58.600004,2.7,100.0,2026-01-30 19:13:46
24.4,43.8,21.4,53.5,,,19.4,58.7,2.5,100.0,2026-01-30 19:18:47
24.4,43.7,21.4,53.5,,,19.4,58.600004,2.5,100.0,2026-01-30 19:23:47
24.4,43.8,21.4,53.600004,,,19.4,58.7,2.6,100.0,2026-01-30 19:28:48
24.4,43.9,21.5,53.600004,,,19.4,58.600004,2.8,100.0,2026-01-30 19:33:48
24.4,43.8,21.4,53.600004,,,19.300002,58.5,2.8,100.0,2026-01-30 19:38:48
24.4,43.8,21.4,53.600004,,,19.4,58.7,2.8,100.0,2026-01-30 19:43:49
24.4,43.8,21.4,53.7,,,19.4,58.7,2.7,100.0,2026-01-30 19:48:49
24.4,43.8,21.4,53.7,,,19.4,58.8,2.7,100.0,2026-01-30 19:53:50
24.4,43.8,21.4,53.7,,,19.4,58.7,2.8,100.0,2026-01-30 19:58:50
24.4,44.0,21.4,53.8,,,19.300002,58.8,2.7,100.0,2026-01-30 20:03:51
24.4,44.0,21.4,53.7,,,19.300002,58.8,2.7,100.0,2026-01-30 20:08:51
24.4,44.0,21.4,53.7,,,19.300002,59.0,2.8,100.0,2026-01-30 20:13:51
24.4,43.9,21.4,53.7,,,19.300002,59.0,2.5,100.0,2026-01-30 20:18:52
24.4,44.0,21.4,53.8,,,19.300002,59.0,2.4,100.0,2026-01-30 20:23:52
24.4,44.0,21.4,53.8,,,19.4,58.9,2.5,100.0,2026-01-30 20:28:53
24.4,44.0,21.4,53.8,,,19.300002,59.0,2.5,100.0,2026-01-30 20:33:53
24.4,44.100004,21.4,53.8,,,19.300002,59.100004,2.5,100.0,2026-01-30 20:38:54
24.4,44.100004,21.4,53.8,,,19.300002,58.9,2.5,100.0,2026-01-30 20:43:54
24.4,44.100004,21.4,53.8,,,19.300002,59.100004,2.5,100.0,2026-01-30 20:48:54
24.4,44.100004,21.4,53.8,,,19.300002,58.9,2.6,100.0,2026-01-30 20:53:55
24.4,44.100004,21.4,53.8,,,19.4,58.8,2.6,100.0,2026-01-30 20:58:55
24.300002,44.100004,21.4,53.8,,,19.4,58.9,2.7,100.0,2026-01-30 21:03:56
24.4,44.100004,21.4,53.8,,,19.300002,59.100004,2.6,100.0,2026-01-30 21:08:56
24.4,44.2,21.4,53.9,,,19.300002,59.100004,2.7,100.0,2026-01-30 21:13:57
24.4,44.100004,21.4,53.9,,,19.4,59.0,2.7,100.0,2026-01-30 21:18:57
24.300002,44.4,21.4,53.9,,,19.4,59.0,2.7,100.0,2026-01-30 21:23:57
24.4,44.2,21.4,54.0,,,19.300002,59.2,2.6,100.0,2026-01-30 21:28:58
24.4,44.2,21.4,53.9,,,19.300002,59.2,2.8,100.0,2026-01-30 21:33:58
24.4,44.3,21.4,53.9,,,19.4,59.100004,2.8,100.0,2026-01-30 21:38:59
24.4,44.2,21.4,54.0,,,19.4,59.2,2.7,100.0,2026-01-30 21:43:59
24.4,44.2,21.4,54.0,,,19.300002,59.4,2.7,100.0,2026-01-30 21:48:59
24.4,44.3,21.4,54.0,,,19.300002,59.2,2.7,100.0,2026-01-30 21:54:00
24.4,44.2,21.4,54.0,,,19.300002,59.2,2.7,100.0,2026-01-30 21:59:00
24.4,44.2,21.4,54.0,,,19.300002,59.100004,2.7,100.0,2026-01-30 22:04:01
24.4,44.2,21.4,54.0,,,19.4,59.3,2.6,100.0,2026-01-30 22:09:01
24.4,44.3,21.4,54.0,,,19.300002,59.3,2.6,100.0,2026-01-30 22:14:02
24.4,44.2,21.4,54.100004,,,19.300002,59.3,2.6,100.0,2026-01-30 22:19:02
24.4,44.2,21.4,54.100004,,,19.300002,59.3,2.6,100.0,2026-01-30 22:24:02
24.4,44.2,21.4,54.100004,,,19.4,59.3,2.5,100.0,2026-01-30 22:29:03
24.4,44.3,21.4,54.0,,,19.300002,59.3,2.4,100.0,2026-01-30 22:34:03
24.4,44.3,21.4,54.100004,,,19.300002,59.3,2.4,100.0,2026-01-30 22:39:04
24.4,44.4,21.4,54.100004,,,19.4,59.4,2.4,100.0,2026-01-30 22:44:04
24.4,44.4,21.5,54.100004,,,19.300002,59.4,2.4,100.0,2026-01-30 22:49:04
24.4,44.4,21.5,54.100004,,,19.300002,59.4,2.1,100.0,2026-01-30 22:54:05
24.4,44.4,21.5,54.100004,,,19.300002,59.5,2.1,100.0,2026-01-30 22:59:05
24.4,44.4,21.5,54.100004,,,19.300002,59.4,2.1,100.0,2026-01-30 23:04:06
24.4,44.4,21.4,54.100004,,,19.300002,59.5,2.2,100.0,2026-01-30 23:09:06
24.300002,44.5,21.4,54.2,,,19.300002,59.600004,2.0,100.0,2026-01-30 23:14:06
24.300002,44.5,21.5,54.2,,,19.300002,59.5,1.8,100.0,2026-01-30 23:19:07
24.300002,44.600004,21.5,54.100004,,,19.300002,59.600004,1.7,100.0,2026-01-30 23:24:07
24.4,44.5,21.4,54.2,,,19.300002,59.5,1.8,100.0,2026-01-30 23:29:08
24.4,44.5,21.4,54.100004,,,19.300002,59.7,1.7,100.0,2026-01-30 23:34:08
24.4,44.5,21.4,54.2,,,19.300002,59.600004,1.8,100.0,2026-01-30 23:39:09
24.300002,44.5,21.4,54.2,,,19.300002,59.7,1.6,100.0,2026-01-30 23:44:09
24.4,44.5,21.4,54.3,,,19.300002,59.7,1.5,100.0,2026-01-30 23:49:09
24.4,44.5,21.4,54.3,,,19.300002,59.7,1.4,100.0,2026-01-30 23:54:10
24.4,44.5,21.4,54.3,,,19.300002,59.9,1.5,100.0,2026-01-30 23:59:10
24.4,44.5,21.4,54.3,,,19.300002,59.8,1.5,100.0,2026-01-31 00:04:11
24.4,44.5,21.4,54.3,,,19.2,59.8,1.5,100.0,2026-01-31 00:09:11
24.4,44.5,21.4,54.4,,,19.300002,59.8,1.3,100.0,2026-01-31 00:14:11
24.4,44.5,21.4,54.4,,,19.2,59.9,1.2,100.0,2026-01-31 00:19:12
24.4,44.5,21.4,54.4,,,19.2,60.0,1.2,100.0,2026-01-31 00:24:12
24.5,44.3,21.4,54.5,,,19.2,60.0,1.2,100.0,2026-01-31 00:29:13
24.5,44.4,21.4,54.5,,,19.2,60.2,1.0,100.0,2026-01-31 00:34:13
24.5,44.4,21.4,54.5,,,19.300002,59.9,1.0,100.0,2026-01-31 00:39:14
24.4,44.5,21.4,54.5,,,19.2,60.2,1.1,100.0,2026-01-31 00:44:14
24.5,44.4,21.4,54.5,,,19.2,60.2,1.0,100.0,2026-01-31 00:49:14
24.4,44.4,21.4,54.5,,,19.2,60.2,0.9,100.0,2026-01-31 00:54:15
24.5,44.5,21.4,54.5,,,19.2,60.2,1.1,100.0,2026-01-31 00:59:15
24.5,44.5,21.4,54.5,,,19.2,60.2,1.0,100.0,2026-01-31 01:04:16
24.4,44.5,21.4,54.5,,,19.2,60.2,1.0,100.0,2026-01-31 01:09:16
24.4,44.5,21.4,54.5,,,19.2,60.3,0.7,100.0,2026-01-31 01:14:16
24.5,44.600004,21.4,54.5,,,19.2,60.2,0.9,100.0,2026-01-31 01:19:17
24.5,44.600004,21.4,54.5,,,19.2,60.2,0.8,100.0,2026-01-31 01:24:17
24.5,44.5,21.4,54.5,,,19.2,60.3,0.9,100.0,2026-01-31 01:29:18
24.5,44.5,21.4,54.5,,,19.2,60.2,0.9,100.0,2026-01-31 01:34:18
24.5,44.5,21.4,54.5,,,19.2,60.3,0.9,100.0,2026-01-31 01:39:19
24.5,44.5,21.4,54.600004,,,19.2,60.4,0.7,100.0,2026-01-31 01:44:19
24.5,44.600004,21.4,54.600004,,,19.2,60.3,0.8,100.0,2026-01-31 01:49:19
24.4,44.5,21.4,54.600004,,,19.2,60.4,0.8,100.0,2026-01-31 01:54:20
24.5,44.600004,21.4,54.600004,,,19.2,60.4,0.8,100.0,2026-01-31 01:59:20
24.5,44.4,21.4,54.600004,,,19.1,60.5,0.7,100.0,2026-01-31 02:04:21
24.5,44.5,21.4,54.7,,,19.1,60.5,0.7,100.0,2026-01-31 02:09:21
24.5,44.5,21.4,54.600004,,,19.2,60.5,0.6,100.0,2026-01-31 02:14:21
24.5,44.600004,21.4,54.7,,,19.2,60.5,0.6,100.0,2026-01-31 02:19:22
24.5,44.600004,21.4,54.7,,,19.2,60.5,0.5,100.0,2026-01-31 02:24:22
24.5,44.5,21.4,54.7,,,19.1,60.600004,0.3,100.0,2026-01-31 02:29:23
24.5,44.5,21.4,54.7,,,19.1,60.600004,0.2,100.0,2026-01-31 02:34:23
24.5,44.600004,21.4,54.7,,,19.2,60.600004,0.3,100.0,2026-01-31 02:39:24
24.5,44.5,21.4,54.7,,,19.2,60.5,0.3,100.0,2026-01-31 02:44:24
24.5,44.5,21.4,54.7,,,19.2,60.600004,0.4,100.0,2026-01-31 02:49:24
24.5,44.5,21.4,54.8,,,19.1,60.7,0.4,100.0,2026-01-31 02:54:25
24.6,44.5,21.4,54.8,,,19.2,60.600004,0.4,100.0,2026-01-31 02:59:25
24.5,44.5,21.4,54.7,,,19.1,60.8,0.5,100.0,2026-01-31 03:04:26
24.5,44.600004,21.4,54.8,,,19.2,60.7,0.5,100.0,2026-01-31 03:09:26
24.5,44.600004,21.4,54.8,,,19.2,60.7,0.3,100.0,2026-01-31 03:14:27
24.5,44.5,21.4,54.7,,,19.1,60.9,0.5,100.0,2026-01-31 03:19:27
24.5,44.5,21.4,54.8,,,19.2,60.7,0.4,100.0,2026-01-31 03:24:27
24.5,44.600004,21.4,54.8,,,19.2,60.7,0.4,100.0,2026-01-31 03:29:28
24.5,44.5,21.4,54.8,,,19.2,60.8,0.5,100.0,2026-01-31 03:34:28
24.5,44.7,21.4,54.8,,,19.2,60.7,0.5,100.0,2026-01-31 03:39:29
24.5,44.600004,21.4,54.8,,,19.2,60.8,0.5,100.0,2026-01-31 03:44:29
24.5,44.5,21.4,54.7,,,19.2,60.600004,0.4,100.0,2026-01-31 03:49:29
24.5,44.600004,21.4,54.8,,,19.2,60.600004,0.2,100.0,2026-01-31 03:54:30
24.5,44.600004,21.4,54.8,,,19.2,60.8,-0.0,100.0,2026-01-31 03:59:30
24.5,44.5,21.4,54.8,,,19.2,60.7,-0.0,100.0,2026-01-31 04:04:31
24.5,44.600004,21.4,54.8,,,19.1,60.9,0.0,100.0,2026-01-31 04:09:31
24.5,44.600004,21.4,54.9,,,19.2,60.8,0.1,100.0,2026-01-31 04:14:32
24.6,44.600004,21.4,54.8,,,19.1,60.8,0.0,100.0,2026-01-31 04:19:32
24.5,44.5,21.4,54.9,,,19.2,60.600004,0.1,100.0,2026-01-31 04:24:32
24.6,44.5,21.4,54.9,,,19.2,60.8,-0.0,100.0,2026-01-31 04:29:33
24.6,44.5,21.4,54.9,,,19.2,60.9,0.2,100.0,2026-01-31 04:34:33
24.6,44.5,21.4,54.9,,,19.2,60.9,0.1,100.0,2026-01-31 04:39:34
24.6,44.600004,21.4,54.9,,,19.1,61.100004,0.0,100.0,2026-01-31 04:44:34
24.6,44.5,21.4,54.9,,,19.1,60.9,0.1,100.0,2026-01-31 04:49:35
24.6,44.4,21.4,54.9,,,19.2,60.9,0.1,100.0,2026-01-31 04:54:35
24.6,44.600004,21.4,54.9,,,19.1,61.100004,0.1,100.0,2026-01-31 04:59:35
24.6,44.600004,21.4,55.0,,,19.1,61.0,-0.2,100.0,2026-01-31 05:04:36
24.6,44.600004,21.4,55.0,,,19.1,61.0,-0.1,100.0,2026-01-31 05:09:36
24.6,44.600004,21.4,54.9,,,19.2,61.0,0.0,100.0,2026-01-31 05:14:37
24.6,44.5,21.4,55.0,,,19.2,60.9,0.2,100.0,2026-01-31 05:19:37
24.6,44.600004,21.4,55.0,,,19.2,61.0,0.3,100.0,2026-01-31 05:24:38
24.6,44.5,21.4,55.0,,,19.1,61.100004,0.3,100.0,2026-01-31 05:29:38
24.6,44.5,21.4,55.100004,,,19.1,61.100004,0.4,100.0,2026-01-31 05:34:38
24.6,44.7,21.4,55.100004,,,19.2,61.0,0.5,100.0,2026-01-31 05:39:39
24.6,44.600004,21.4,55.100004,,,19.2,61.100004,0.5,100.0,2026-01-31 05:44:39
24.6,44.600004,21.4,55.100004,,,19.2,61.100004,0.6,100.0,2026-01-31 05:49:40
24.6,44.7,21.4,55.100004,,,19.2,61.100004,0.6,100.0,2026-01-31 05:54:40
24.6,44.600004,21.4,55.100004,,,19.2,61.0,0.7,100.0,2026-01-31 05:59:41
