SMILES,LogS,MolWt,LogP,EState_VSA5,TPSA,NumHAcc,NumAromaticRings,HeavyAtomCount,RingCount,qed,NumHDonors,NOCount
CCCCCC=O,-1.3,100.16099999999999,1.7656,12.841643245852019,17.07,1.0,0.0,7.0,0.0,0.38839417731796483,0.0,1.0
CCCCOC(=O)c1ccc(N)cc1,-3.082,193.24599999999998,2.2257,0.0,52.32,3.0,1.0,14.0,1.0,0.45292134802512557,1.0,3.0
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,-3.043,255.277,2.35452,6.196843571613076,68.45,4.0,2.0,19.0,3.0,0.7841919140819167,1.0,5.0
CC(C)=CCC/C(C)=C\CO,-2.46,154.253,2.6714000000000016,11.146209060138535,20.23,1.0,0.0,11.0,0.0,0.6171312932317708,1.0,1.0
Clc1ccc(cc1)c2ccccc2Cl ,-5.28,223.102,4.660400000000002,0.0,0.0,0.0,2.0,14.0,2.0,0.6589511753025439,0.0,0.0
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.523,408.498,4.343200000000004,0.0,75.71,4.0,2.0,30.0,3.0,0.3603845618933034,1.0,6.0
CCN(=O)=O,-0.22,75.067,0.2829999999999999,6.923737199690624,43.14,2.0,0.0,5.0,0.0,0.3316647504964367,0.0,3.0
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124,333.266,3.9242000000000035,4.899909730850478,89.51999999999998,5.0,1.0,23.0,1.0,0.44693057216227927,0.0,7.0
Clc1ccc(Cl)c(Cl)c1Cl,-4.57,215.894,4.3002,0.0,0.0,0.0,1.0,10.0,1.0,0.4474151172982203,0.0,0.0
CCCC(C)(COC(N)=O)COC(N)=O ,-1.807,218.25299999999996,0.9834000000000005,0.0,104.63999999999999,4.0,0.0,15.0,0.0,0.6928160102714501,2.0,6.0
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,-4.65,316.48500000000007,4.515300000000004,25.683286491704038,37.3,2.0,0.0,23.0,4.0,0.7224207015753511,1.0,2.0
CI,-1.0,141.939,1.0512000000000001,0.0,0.0,0.0,0.0,2.0,0.0,0.349907334845055,0.0,0.0
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,-1.13,281.35200000000003,1.0414999999999999,0.0,83.47,4.0,0.0,20.0,2.0,0.7571556004572341,2.0,5.0
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301,394.471,3.9531000000000027,0.0,75.71,4.0,2.0,29.0,3.0,0.3968900876832065,1.0,6.0
CC1=CC(=O)CC(C)(C)C1 ,-1.06,138.20999999999998,2.3218000000000005,5.573104530069267,17.07,1.0,0.0,10.0,1.0,0.5017552817864146,0.0,1.0
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39,212.24899999999997,0.7948999999999993,0.0,75.27000000000001,3.0,0.0,15.0,1.0,0.6791427219817272,2.0,5.0
CCCCC(=O)CCCC,-2.58,142.242,2.935900000000001,0.0,17.07,1.0,0.0,10.0,0.0,0.5569438384242685,0.0,1.0
CCC1(CCC(=O)NC1=O)c2ccccc2 ,-2.337,217.268,1.771,0.0,46.17,2.0,1.0,16.0,2.0,0.7672998421844798,1.0,3.0
CCC(C)CC,-3.68,86.178,2.442500000000001,12.841643245852019,0.0,0.0,0.0,6.0,0.0,0.4838902980848686,0.0,0.0
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6,376.49600000000004,6.372000000000007,5.563451491696996,27.69,3.0,3.0,28.0,3.0,0.43403284386667557,0.0,3.0
Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925,250.30100000000002,3.0025400000000015,0.0,34.89,3.0,3.0,19.0,3.0,0.6651208711795049,0.0,3.0
ClCC#N,-0.092,75.498,0.74878,0.0,23.79,1.0,0.0,4.0,0.0,0.3899188344141469,0.0,1.0
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752,333.60400000000004,5.391500000000002,6.06636706846161,18.46,3.0,1.0,17.0,1.0,0.5313527974205619,0.0,2.0
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66,312.45300000000003,3.8826000000000027,11.993926152995277,37.3,2.0,0.0,23.0,4.0,0.6892074136032275,1.0,2.0
c1ccnnc1,1.1,80.08999999999999,0.4765999999999999,0.0,25.78,2.0,1.0,6.0,1.0,0.4525571430979931,0.0,2.0
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63,215.894,4.3002,12.13273413692322,0.0,0.0,1.0,10.0,1.0,0.4474151172982203,0.0,0.0
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32,414.63000000000017,5.508800000000006,44.94575136048208,38.69,3.0,0.0,30.0,6.0,0.5313506426697437,1.0,3.0
Nc1ccccc1O,-0.72,109.12799999999999,0.9743999999999999,0.0,46.25,2.0,1.0,8.0,1.0,0.3849667558355937,2.0,2.0
CCCCCCCCC(=O)OCC,-3.8,186.295,3.3001000000000023,32.10410811463005,26.3,2.0,0.0,13.0,0.0,0.42922080340937335,0.0,2.0
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601,279.336,1.8443399999999999,19.119504813405545,55.84,4.0,1.0,20.0,1.0,0.7717915307026936,0.0,5.0
CNC(=O)Oc1ccccc1OC(C)C,-2.05,209.24499999999998,2.192,7.04767198267719,47.56,3.0,1.0,15.0,1.0,0.8296418352028072,1.0,4.0
CCC(C)Cl,-1.96,92.569,2.0237,0.0,0.0,0.0,0.0,5.0,0.0,0.4343756024502977,0.0,0.0
Oc1ccc2ccccc2c1,-2.28,144.17299999999997,2.5454,0.0,20.23,1.0,2.0,11.0,2.0,0.6020160700037417,1.0,1.0
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696,345.22600000000017,4.217000000000003,6.06636706846161,57.26,5.0,2.0,22.0,2.0,0.8358648826521238,0.0,5.0
CCCCC#C,-2.36,82.14599999999999,1.8098,12.841643245852019,0.0,0.0,0.0,6.0,0.0,0.35180438170232986,0.0,0.0
CCCCCCCC#C,-4.24,124.22699999999999,2.980100000000002,32.10410811463005,0.0,0.0,0.0,9.0,0.0,0.3901989127271806,0.0,0.0
Cc1ccccc1Cl,-3.52,126.586,2.6484200000000007,0.0,0.0,0.0,1.0,8.0,1.0,0.5015016660067645,0.0,0.0
CC(C)OC(C)C,-1.1,102.17699999999999,1.8197999999999999,0.0,9.23,1.0,0.0,7.0,0.0,0.5164411302422238,0.0,1.0
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094,248.307,1.6838000000000002,24.26546827384644,86.18,4.0,2.0,17.0,2.0,0.7916266736810946,2.0,4.0
CNN,1.34,46.073,-0.9205000000000001,0.0,38.05,2.0,0.0,3.0,0.0,0.27331503611697344,2.0,2.0
CC#C,-0.41,40.065000000000005,0.6395,0.0,0.0,0.0,0.0,3.0,0.0,0.34772809547953587,0.0,0.0
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862,298.304,3.2283800000000014,0.0,63.839999999999996,6.0,1.0,19.0,1.0,0.4391209247688119,0.0,5.0
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408,281.314,2.3388,13.185817648111414,56.790000000000006,5.0,0.0,17.0,0.0,0.3344240522783403,1.0,5.0
C=CC=O,0.57,56.064,0.37129999999999996,6.076020106833881,17.07,1.0,0.0,4.0,0.0,0.31313126444279954,0.0,1.0
O=c1[nH]cnc2nc[nH]c12 ,-2.296,136.114,-0.35380000000000006,12.654640149529083,74.43,3.0,2.0,10.0,2.0,0.5192368565638922,2.0,5.0
Oc2ccc1ncccc1c2 ,-2.16,145.161,1.9403999999999997,0.0,33.120000000000005,2.0,2.0,11.0,2.0,0.6141033567827179,1.0,2.0
Fc1ccccc1,-1.8,96.10399999999998,1.8256999999999999,12.13273413692322,0.0,0.0,1.0,7.0,1.0,0.46184033029146143,0.0,0.0
CCCCl,-1.47,78.542,1.6352,0.0,0.0,0.0,0.0,4.0,0.0,0.41843603646014177,0.0,0.0
CCOC(=O)C,-0.04,88.106,0.5694,6.923737199690624,26.3,2.0,0.0,6.0,0.0,0.43785087777866244,0.0,2.0
CCCC(C)(C)C,-4.36,100.20499999999998,2.832600000000001,12.841643245852019,0.0,0.0,0.0,7.0,0.0,0.47502074763224467,0.0,0.0
Cc1cc(C)c(C)c(C)c1C,-4.0,148.249,3.2287000000000017,27.817257458484978,0.0,0.0,1.0,11.0,1.0,0.5296042279708317,0.0,0.0
CC12CCC(CC1)C(C)(C)O2 ,-1.64,154.253,2.7441000000000013,25.683286491704038,9.23,1.0,0.0,11.0,3.0,0.5210255264729503,0.0,1.0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,314.46600000000007,4.7938000000000045,0.0,52.60000000000001,4.0,0.0,22.0,0.0,0.3218661464445503,0.0,4.0
Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56,223.102,4.660400000000002,0.0,0.0,0.0,2.0,14.0,2.0,0.6589511753025439,0.0,0.0
Cc1cccnc1C,0.38,107.156,1.69844,5.563451491696996,12.89,1.0,1.0,8.0,1.0,0.49138777691763613,0.0,1.0
CC(=C)C1CC=C(C)C(=O)C1,-2.06,150.22099999999998,2.4879000000000007,0.0,17.07,1.0,0.0,11.0,1.0,0.5247132375688095,0.0,1.0
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736,342.875,5.420300000000004,4.895483475517775,18.46,5.0,1.0,18.0,1.0,0.3554070681168424,0.0,2.0
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571,588.5620000000001,1.338599999999999,14.219595082555067,160.83,13.0,2.0,42.0,7.0,0.4298292584463983,3.0,13.0
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,252.31599999999997,5.737200000000003,43.089793715718365,0.0,0.0,5.0,20.0,5.0,0.24345418372476169,0.0,0.0
Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82,182.135,1.8114200000000005,19.056471336613843,86.28,4.0,1.0,13.0,1.0,0.5150434173626992,0.0,6.0
c1c(Br)ccc2ccccc12 ,-4.4,207.07000000000002,3.6023000000000014,10.772448428929591,0.0,0.0,2.0,11.0,2.0,0.6185548726384287,0.0,0.0
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,221.26,1.6262,7.04767198267719,53.93,3.0,1.0,16.0,1.0,0.6230761415814727,1.0,5.0
COc2cnc1ncncc1n2,-1.139,162.15200000000002,0.42839999999999984,12.524163646377618,60.790000000000006,5.0,2.0,12.0,2.0,0.6080204151612905,0.0,5.0
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-3.19,266.30400000000003,2.6512200000000004,0.0,58.120000000000005,4.0,2.0,20.0,4.0,0.861716125086419,1.0,5.0
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658,313.747,3.1887000000000016,4.681802935145185,58.4,7.0,1.0,18.0,1.0,0.7205332551239114,0.0,6.0
CC(=C)C=C,-2.03,68.11900000000001,1.7485,0.0,0.0,0.0,0.0,5.0,0.0,0.4105146822390051,0.0,0.0
CC(C)=CCCC(O)(C)C=C,-1.99,154.253,2.6698000000000013,5.573104530069267,20.23,1.0,0.0,11.0,0.0,0.6171290071333284,1.0,1.0
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57,278.335,3.6130200000000023,19.11507855807284,27.69,5.0,1.0,16.0,1.0,0.6056546156883094,0.0,3.0
OC1CCCCC1,-0.44,100.161,1.3114,19.26246486877803,20.23,1.0,0.0,7.0,1.0,0.4863248839438126,1.0,1.0
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16,182.17899999999997,-0.06520000000000037,12.999757306524504,75.27000000000001,3.0,0.0,13.0,1.0,0.4635248455829353,2.0,5.0
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16,290.447,3.959100000000003,25.683286491704038,37.3,2.0,0.0,21.0,4.0,0.7329727353787588,1.0,2.0
OCC(O)C(O)C(O)C(O)CO ,0.06,182.172,-3.5854000000000004,0.0,121.38000000000001,6.0,0.0,12.0,0.0,0.26126265272031846,6.0,6.0
Cc1ccc(cc1)c2ccccc2,-4.62,168.239,3.662020000000002,16.690354475090988,0.0,0.0,2.0,13.0,2.0,0.6092016568043108,0.0,0.0
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85,215.68800000000002,1.7770999999999997,0.0,62.730000000000004,5.0,1.0,14.0,1.0,0.8018633186326394,2.0,5.0
NC(=S)Nc1ccccc1,-1.77,152.22199999999998,1.3421,0.0,38.05,1.0,1.0,10.0,1.0,0.5963188254322657,2.0,2.0
CCCC(=O)CCC,-1.3,114.18799999999999,2.1557000000000004,0.0,17.07,1.0,0.0,8.0,0.0,0.5469887036855585,0.0,1.0
CC(=O)C(C)(C)C,-0.72,100.16099999999999,1.6215,0.0,17.07,1.0,0.0,7.0,0.0,0.4517892989299218,0.0,1.0
Oc1ccc(Cl)cc1,-0.7,128.558,2.0456,0.0,20.23,1.0,1.0,8.0,1.0,0.5671077548351335,1.0,1.0
O=C1CCCCC1,-0.6,98.14500000000001,1.5196,6.4208216229260096,17.07,1.0,0.0,7.0,1.0,0.448625540575247,0.0,1.0
Cc1cccc(N)c1,-0.85,107.156,1.5772199999999998,5.563451491696996,26.02,1.0,1.0,8.0,1.0,0.5002819996278854,1.0,1.0
ClC(Cl)(Cl)C#N,-2.168,144.388,1.88018,6.069221312792274,23.79,1.0,0.0,6.0,0.0,0.4763058525516866,0.0,1.0
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,303.67100000000005,2.9464000000000006,18.329577708536295,46.92,4.0,2.0,20.0,2.0,0.9276396785621283,1.0,4.0
CCCCCCCCC(=O)C,-3.3,156.269,3.3260000000000023,32.10410811463005,17.07,1.0,0.0,11.0,0.0,0.5166405270281391,0.0,1.0
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785,243.74200000000002,2.1914999999999996,0.0,53.940000000000005,5.0,1.0,16.0,1.0,0.8593336999534184,1.0,5.0
CCOC(=O)c1ccc(N)cc1,-2.616,165.19199999999998,1.4455,0.0,52.32,3.0,1.0,12.0,1.0,0.5326180793674542,1.0,3.0
Clc1ccc(Cl)c(Cl)c1,-3.59,181.449,3.6468000000000007,0.0,0.0,0.0,1.0,9.0,1.0,0.5361021552744023,0.0,0.0
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.09,343.2170000000001,4.233520000000003,0.0,43.07,4.0,3.0,23.0,4.0,0.663488181826452,0.0,4.0
Oc1ccccc1O,0.62,110.11199999999998,1.0977999999999999,12.13273413692322,40.46,2.0,1.0,8.0,1.0,0.49072766890152064,2.0,2.0
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62,254.29299999999998,2.2245999999999997,0.0,49.330000000000005,4.0,2.0,19.0,3.0,0.7826475690361226,0.0,5.0
CSC,-0.45,62.137,0.9792,0.0,0.0,1.0,0.0,3.0,0.0,0.4028168107855291,0.0,0.0
Cc1ccccc1Br,-2.23,171.03699999999998,2.7575200000000013,10.03617100752941,0.0,0.0,1.0,8.0,1.0,0.5624635581750882,0.0,0.0
CCOC(=O)N,0.85,89.09400000000001,0.10160000000000013,0.0,52.32,2.0,0.0,6.0,0.0,0.49501939434694486,1.0,3.0
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,-5.35,384.5160000000002,4.575300000000004,18.06994625982916,60.440000000000005,4.0,0.0,28.0,4.0,0.6541950145872742,0.0,4.0
CC(C)C(O)C(C)C,-1.22,116.20399999999998,1.6593,0.0,20.23,1.0,0.0,8.0,0.0,0.5814086179132567,1.0,1.0
c1ccc2ccccc2c1,-3.6,128.17399999999995,2.839800000000001,10.772448428929591,0.0,0.0,2.0,10.0,2.0,0.5114311994891171,0.0,0.0
CCNc1ccccc1,-1.7,121.18299999999995,2.1184,5.687386274683562,12.03,1.0,1.0,9.0,1.0,0.6315618337185989,1.0,1.0
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097,252.27300000000002,1.7695999999999998,0.0,58.2,2.0,2.0,19.0,3.0,0.8001945345367882,2.0,4.0
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-7.02,256.348,5.763040000000005,43.44424827018277,0.0,0.0,4.0,20.0,4.0,0.2768651942293679,0.0,0.0
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,393.85400000000016,3.878200000000003,0.0,55.84,6.0,1.0,23.0,2.0,0.37933069260999586,0.0,5.0
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,345.6529999999999,5.205900000000002,0.0,18.46,2.0,2.0,21.0,2.0,0.7085299188898864,0.0,2.0
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,-7.28,381.1120000000001,4.511700000000001,0.0,58.2,2.0,2.0,24.0,2.0,0.4569918170098004,2.0,4.0
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678,366.41700000000003,3.172900000000002,0.0,75.71,4.0,2.0,27.0,3.0,0.6031875960413192,1.0,6.0
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,198.653,2.4335000000000004,4.899909730850478,32.34,1.0,1.0,13.0,1.0,0.7388016668237095,1.0,3.0
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37,301.296,2.492400000000001,53.73464549544392,50.94,4.0,3.0,22.0,3.0,0.8052670496421893,1.0,4.0
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-4.13,478.51300000000026,1.7620999999999996,18.228060320501644,127.20000000000002,8.0,0.0,34.0,4.0,0.5855060519155003,2.0,8.0
CCCCBr,-2.37,137.01999999999998,2.1814,12.841643245852019,0.0,0.0,0.0,5.0,0.0,0.5113821197020362,0.0,0.0
Brc1cc(Br)c(Br)cc1Br,-6.98,393.69800000000004,4.7366,0.0,0.0,0.0,1.0,10.0,1.0,0.5587235867194692,0.0,0.0
CC(C)CC(=O)C,-0.74,100.16099999999999,1.6215,0.0,17.07,1.0,0.0,7.0,0.0,0.5150193170931499,0.0,1.0
CCSC(=O)N(CC)C1CCCCC1 ,-3.4,215.36199999999994,3.5141000000000027,43.86599306402117,20.310000000000002,2.0,0.0,14.0,1.0,0.717721204665304,0.0,2.0
COc1ccc(Cl)cc1,-2.78,142.585,2.3486000000000002,0.0,9.23,1.0,1.0,9.0,1.0,0.5850627747795067,0.0,1.0
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402,505.20600000000024,6.490180000000005,0.0,59.32000000000001,4.0,2.0,28.0,3.0,0.42156637317843154,0.0,4.0
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016,224.26,0.9609999999999999,6.076020106833881,75.27000000000001,3.0,0.0,16.0,1.0,0.5513835393856523,2.0,5.0
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04,277.238,2.7993200000000007,32.418696287939895,70.83000000000001,6.0,1.0,17.0,1.0,0.4679544030127159,0.0,6.0
Ic1cccc2ccccc12,-4.55,254.07000000000002,3.4444000000000017,14.342630699994988,0.0,0.0,2.0,11.0,2.0,0.6314903352896984,0.0,0.0
OCC(O)C(O)C(O)C(O)CO,1.09,182.172,-3.5854000000000004,0.0,121.38000000000001,6.0,0.0,12.0,0.0,0.26126265272031846,6.0,6.0
CCS,-0.6,62.137,0.9360999999999999,0.0,0.0,1.0,0.0,3.0,0.0,0.39650349079173225,1.0,0.0
ClCC(Cl)Cl,-1.48,133.405,2.0289,0.0,0.0,0.0,0.0,5.0,0.0,0.4802575484987366,0.0,0.0
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09,245.282,2.2411200000000004,4.899909730850478,47.36000000000001,4.0,2.0,18.0,2.0,0.8148193006883605,0.0,5.0
NC(=O)c1ccccc1O,-1.82,137.13799999999998,0.49110000000000004,12.13273413692322,63.32000000000001,2.0,1.0,10.0,1.0,0.5912712208356958,2.0,3.0
Cc1ccccc1N(=O)=O,-2.33,137.138,1.9032200000000001,6.06636706846161,43.14,2.0,1.0,10.0,1.0,0.4379118656914492,0.0,3.0
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766,212.249,0.6507999999999994,0.0,75.27000000000001,3.0,0.0,15.0,1.0,0.6598004970396438,2.0,5.0
CCc1ccccc1C,-3.21,120.19499999999996,2.5574200000000005,11.126902983393991,0.0,0.0,1.0,9.0,1.0,0.5339790665494062,0.0,0.0
CCCCCCCCl,-4.0,134.65,3.1956000000000016,32.10410811463005,0.0,0.0,0.0,8.0,0.0,0.40031248794582186,0.0,0.0
O=C1NC(=O)NC(=O)C1(CC)CC,-2.4,184.19499999999996,0.15879999999999939,0.0,75.27000000000001,3.0,0.0,13.0,1.0,0.6000294014636102,2.0,5.0
C(Cc1ccccc1)c2ccccc2,-4.62,182.266,3.4718000000000018,11.126902983393991,0.0,0.0,2.0,14.0,2.0,0.6814602021498523,0.0,0.0
ClC(Cl)C(Cl)Cl,-1.74,167.85,2.5938,0.0,0.0,0.0,0.0,6.0,0.0,0.5273116875747288,0.0,0.0
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153,283.331,3.122320000000001,0.0,54.46,4.0,2.0,21.0,3.0,0.919702184321861,1.0,5.0
Cc1ccc2c(ccc3ccccc32)c1,-5.84,192.261,4.301420000000003,27.10834834955618,0.0,0.0,3.0,15.0,3.0,0.46568308489933063,0.0,0.0
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4,278.348,3.600400000000003,0.0,52.60000000000001,4.0,1.0,20.0,1.0,0.5382823793200491,0.0,4.0
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02,261.919,4.014400000000001,7.109797541277533,29.46,2.0,1.0,13.0,1.0,0.6114068962724579,1.0,2.0
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523,299.6909999999999,2.3950000000000005,20.295615189388947,65.07000000000001,5.0,0.0,18.0,0.0,0.508454419308821,0.0,6.0
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282,268.356,3.7375000000000025,16.70000751346326,37.3,2.0,1.0,20.0,4.0,0.7277739364016139,1.0,2.0
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.576,414.82700000000017,1.1715999999999998,37.441632883585584,127.79,8.0,2.0,27.0,2.0,0.2948547697361591,1.0,10.0
COc1ccc(cc1)N(=O)=O,-2.41,153.13699999999997,1.6033999999999997,19.242531678200752,52.37,3.0,1.0,11.0,1.0,0.4786228959968397,0.0,4.0
CCCCCCCl,-3.12,120.623,2.805500000000001,25.683286491704038,0.0,0.0,0.0,7.0,0.0,0.3954804553285623,0.0,0.0
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16,429.77200000000016,8.580799999999998,12.13273413692322,0.0,0.0,2.0,20.0,2.0,0.3143277454606898,0.0,0.0
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41,504.43800000000005,-7.571399999999989,0.0,268.67999999999995,16.0,0.0,34.0,3.0,0.1464320471816625,11.0,16.0
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,366.7180000000002,10.388599999999993,154.0997189502243,0.0,0.0,0.0,26.0,0.0,0.1576690191819601,0.0,0.0
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324,253.30499999999995,2.829600000000001,0.0,36.44,3.0,2.0,19.0,3.0,0.7837644827503578,0.0,4.0
CC(Cl)Cl,-1.29,98.96000000000001,1.81,0.0,0.0,0.0,0.0,4.0,0.0,0.40598289011150185,0.0,0.0
Nc1ccc(cc1)S(N)(=O)=O,-1.34,172.20899999999997,-0.08379999999999999,24.26546827384644,86.18,3.0,1.0,11.0,1.0,0.5805509816764026,2.0,4.0
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,309.36600000000004,4.252800000000004,12.13273413692322,89.51999999999998,5.0,1.0,22.0,1.0,0.5285682767991542,0.0,7.0
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64,290.832,3.644400000000001,0.0,0.0,0.0,0.0,12.0,1.0,0.5976039421761683,0.0,0.0
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194,345.4010000000002,3.8896000000000033,0.0,56.790000000000006,5.0,1.0,22.0,1.0,0.5697527703476013,1.0,5.0
Clc1cccc(Cl)c1Cl,-4.0,181.44899999999998,3.6468000000000007,0.0,0.0,0.0,1.0,9.0,1.0,0.5361021552744022,0.0,0.0
ClC(Cl)(Cl)Cl,-2.31,153.823,2.5529,0.0,0.0,0.0,0.0,5.0,0.0,0.46979553635275456,0.0,0.0
O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2,192.001,2.901600000000001,18.19910120538483,43.14,2.0,1.0,11.0,1.0,0.5065691418971879,0.0,3.0
OC1CCCCCCC1,-1.29,128.215,2.0915999999999997,32.10410811463005,20.23,1.0,0.0,9.0,1.0,0.5293341043334668,1.0,1.0
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,302.4580000000001,4.269300000000004,24.835569398847294,37.3,2.0,0.0,22.0,4.0,0.7253305311285855,1.0,2.0
CCOc1ccc(NC(N)=O)cc1,-2.17,180.20699999999997,1.5758999999999999,0.0,64.35,2.0,1.0,13.0,1.0,0.7411654495143487,2.0,4.0
C/C1CCC(\C)CC1,-4.47,112.216,2.832600000000001,25.683286491704038,0.0,0.0,0.0,8.0,1.0,0.45175529711149026,0.0,0.0
c1cnc2c(c1)ccc3ncccc23,-2.68,180.20999999999998,2.7830000000000004,0.0,25.78,2.0,3.0,14.0,3.0,0.4969799703454515,0.0,2.0
COC(C)(C)C,-0.24,88.14999999999999,1.4313,0.0,9.23,1.0,0.0,6.0,0.0,0.43498738037995643,0.0,1.0
COc1ccc(C=CC)cc1,-3.13,148.20499999999998,2.728300000000001,5.563451491696996,9.23,1.0,1.0,11.0,1.0,0.6262155548658498,0.0,1.0
CCCCCCCCCCCCCCCCO,-7.0,242.44699999999992,5.460000000000006,83.47068109803816,20.23,1.0,0.0,17.0,0.0,0.4009684425805356,1.0,1.0
O=c1cc[nH]c(=O)[nH]1 ,-1.488,112.088,-0.9368000000000001,12.263210640074686,65.72,2.0,1.0,8.0,1.0,0.4546939811074878,2.0,4.0
Nc1ncnc2nc[nH]c12 ,-2.12,135.13,-0.0648999999999999,12.654640149529083,80.47999999999999,4.0,2.0,10.0,2.0,0.5296759293780585,2.0,5.0
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21,326.437,6.620600000000001,0.0,0.0,0.0,2.0,17.0,2.0,0.5165015321569533,0.0,0.0
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.596,256.30499999999995,2.1311,6.3273200747645415,55.24,4.0,2.0,19.0,3.0,0.9101263929042771,1.0,4.0
